id	x	y	cluster	weight<Links>	weight<Total link strength>	weight<pages>	score<doi>	score<pages doi>	score<isbn>	score<pages isbn>	score<references>
microbiology	0.0697	0.8076	1	1740	425897	1151	13.2363	74.023	1.8679	40.4	14.8045
micronations	-0.2445	-0.324	5	1041	14914	30	0.2667	10	1.7	53.333	1.9667
micronesia	-0.6156	-0.442	1	1530	220250	261	1.4444	18.391	2.0536	42.529	3.3831
microsoft	0.6099	0.6571	2	1673	247444	345	0.1913	6.957	0.9478	30.725	1.1217
microsoft windows	0.5927	0.6792	2	1491	162114	242	0.1198	4.959	0.8182	29.339	0.9215
mid-importance pornography	0.3634	0.3493	2	1369	67801	196	0.7194	15.816	3.0561	58.163	3.75
middle ages	-0.9202	0.2826	4	1946	4117782	4580	0.8242	25.764	5.41	66.419	6.1592
middle eastern military history	-1.2075	-0.0399	4	1930	2552778	2462	0.3587	13.647	3.1084	46.141	3.4513
miley cyrus	0.8418	0.2805	2	962	43678	73	0	0	0.0822	5.479	0.0822
military aviation	-0.6279	-1.111	6	1984	8516008	10180	0.0393	2.063	1.7909	47.122	1.8274
"military culture, traditions, and heraldry"	-0.6215	-0.7573	6	1697	693743	649	0.0955	3.698	1.0354	29.584	1.1294
military fiction task force	-0.3015	-0.4943	2	1073	19046	50	0.36	18	3.96	68	4.32
military historiography	-1.0071	-0.4	6	1853	561895	427	0.4941	16.393	3.2061	49.415	3.6862
military history	-0.7743	-0.6593	6	2066	46724761	74095	0.1579	5.956	2.295	47.095	2.4462
military land vehicles	-0.9468	-0.6743	6	1495	474520	696	0.0661	3.161	2.75	51.724	2.8147
military logistics and medicine	-0.4985	-0.6542	6	1478	165418	286	0.4441	16.084	2.1538	43.357	2.5909
military memorials and cemeteries	-0.4548	-0.6823	6	1873	664959	997	0.0913	3.009	1.5145	34.203	1.6018
"military science, technology, and theory"	-0.7037	-0.8582	6	1992	4186010	4879	0.4966	12.031	2.7485	54.068	3.2212
mills	-0.3091	0.2638	5	1400	92711	378	0.2381	6.878	1.4127	64.55	1.6349
mining	-0.2015	0.3153	1	1852	345885	795	1.3019	20.126	1.7987	42.264	3.0327
minnesota	0.3855	-0.5454	3	1926	683707	1419	0.277	6.483	1.1783	33.756	1.4426
minnesota legislature	0.0842	-0.6491	3	497	5861	18	0	0	0.3889	38.889	0.3889
minnesota road transport	0.388	-0.9758	3	450	21579	216	0	0	0.0139	1.389	0.0139
minnesota twins	0.9573	-0.5385	3	976	167233	153	0.0065	0.654	0.8366	33.333	0.8431
minnesota vikings	0.8087	-0.7467	3	828	54951	55	0	0	0.4727	18.182	0.4727
mississippi	0.2812	-0.7721	3	1847	427130	540	0.287	8.519	1.6222	36.852	1.9037
mississippi road transport	0.42	-0.9704	3	394	11595	93	0	0	0.0753	2.151	0.0753
missouri	0.4195	-0.719	3	1902	1001414	1298	0.1687	7.396	1.7134	35.978	1.8737
missouri road transport	0.4102	-0.9688	3	558	17161	72	0	0	0.0694	2.778	0.0694
mit/media lab	0.2086	0.2222	1	439	1787	3	1	66.667	8.6667	100	9.6667
mithila	-0.5833	0.8888	4	341	3061	6	0	0	1.6667	33.333	1.6667
mixed martial arts	0.5877	-0.4463	3	1415	175694	654	0.0275	0.917	0.1713	8.41	0.1988
mizoram	-0.6369	0.8957	4	782	12085	18	0.5	33.333	3.4444	72.222	3.8889
mizzou	0.4905	-0.5157	3	1059	31729	52	0.1346	7.692	0.6154	19.231	0.75
modern philosophy	-0.4371	0.4843	4	1647	675167	221	2.1086	49.774	10.0407	78.281	11.9231
moldova	-0.6652	-0.4352	6	1862	499887	176	0.7159	14.205	5.0455	32.955	5.7273
molecular biology	0.1547	0.6886	1	1401	57768	67	24.8806	73.134	1.7015	40.299	26.0149
monaco	-0.4485	0.0137	1	1493	62401	72	0.0833	4.167	1.5	31.944	1.5833
mongols	-0.9316	0.0393	4	1536	281671	387	0.7287	23.514	5.2351	56.331	5.9225
monmouthpedia-related	-0.6254	0.1869	5	1008	32299	81	0.1852	12.346	2.0123	51.852	2.1975
monotremes and marsupials	-0.1189	0.8294	1	857	29178	98	5.4082	84.694	2.8163	78.571	8.2143
montana	0.1016	-0.7494	3	1792	316997	516	0.7655	15.116	2.3682	46.705	3.126
montana road transport	0.386	-0.9869	3	261	4344	28	0	0	0.2857	14.286	0.2857
montenegro	-1.2074	-0.1225	6	1550	279507	208	0.7212	15.865	5.2933	59.615	5.9423
months in the 1900s	-0.278	-0.5987	5	541	2386	1	2	100	33	100	35
montreal	0.3123	-0.8273	3	1819	272051	423	0.156	4.728	1.4137	34.515	1.5674
montserrat	-0.3434	-0.2078	1	1233	22882	20	0.6	25	6.15	45	6.7
monty python	0.567	0.1588	2	1172	23874	24	0.2083	16.667	4.8333	79.167	5.0417
moon	-0.2359	-0.6394	1	1484	129285	149	2.4094	40.94	3.1611	59.732	5.5235
morocco	-0.8332	0.0731	4	1788	374768	448	1.0134	22.098	3.1228	47.768	4.1116
mosque-related	-1.1112	0.5021	4	1173	62665	156	0.1731	8.333	2.9679	55.769	3.1346
motorcycling	0.2658	0.0133	1	1514	81140	329	0.1033	5.167	1.8845	41.033	1.9878
motorsport	0.3741	-0.7349	1	1603	299799	927	0.0626	1.294	0.4649	17.152	0.5254
motorsport history	-0.443	-0.6197	1	583	6550	22	0	0	1.4091	45.455	1.4091
mountain	-0.3391	-0.142	1	1804	340793	895	2.0425	30.615	2.2313	52.737	4.181
mountain biking	-0.0367	-0.0944	5	1055	15758	44	0.1591	4.545	0.7045	22.727	0.8636
mountains of the alps	-0.6082	0.0693	1	893	15231	68	0.2059	4.412	0.9853	33.824	1.1912
mozambique	-0.6665	0.0102	1	1390	67737	105	0.6762	18.095	1.5524	37.143	2.2286
mozilla	0.5715	0.6959	2	519	22775	36	0.0556	5.556	0.6944	22.222	0.75
multan sultans	0.0793	0.4615	5	110	427	1	0	0	0	0	0
multi-sport events	0.5081	-0.5057	3	1582	152053	449	0.0356	2.45	0.3474	8.018	0.3831
mumbai	-0.2895	0.833	4	1542	137629	206	0.1602	7.767	2.1699	36.408	2.3155
munich	-0.1727	-0.6358	5	1600	175480	152	0.2961	7.237	2.6711	38.158	2.9671
museum of modern art-related	0.2159	0.2095	2	1209	35955	60	0.15	11.667	4.3167	71.667	4.4667
museums	-0.4211	0.1781	5	1916	680477	1533	0.2061	9.132	1.3516	38.487	1.5466
music genre	0.6112	0.4143	2	1779	583844	375	0.5573	20.8	5.144	67.2	5.6773
music theory	0.2361	0.561	2	1523	149036	192	2.2656	25.521	4.3906	59.896	6.6146
musical instruments	0.5436	0.3928	2	1715	233568	337	0.4777	13.353	2.178	48.368	2.6499
musical theatre	0.5746	0.1324	2	1699	429018	701	0.0613	4.28	1.4223	36.519	1.4765
muslim history	-1.2129	0.3278	4	1088	123757	110	0.7364	27.273	7.4182	72.727	8.0818
muslim scholars	-0.843	0.4119	4	1336	174314	171	0.8246	33.918	7.0585	70.76	7.807
mustelids	-0.2384	0.8287	1	920	30479	29	4.8966	82.759	3.3103	68.966	8.1379
my chemical romance	0.5885	0.4029	2	535	5298	16	0	0	0.5625	25	0.5625
my little pony	1.007	0.0941	2	716	9647	23	0	0	1.087	39.13	1.087
myanmar	-0.8012	-0.0649	4	1648	279022	435	0.9126	20.46	3.2092	53.333	4.1034
myrtle beach	0.4863	-0.7728	3	526	3892	8	0	0	0.5	12.5	0.5
mysticism	-0.7774	0.7241	4	1032	58192	20	1	35	8.5	75	9.5
mythology	-0.7448	0.7992	4	1878	1173531	1215	0.8	27.325	6.9761	67.572	7.7284
māori	-0.3205	-0.3719	1	1521	100870	270	0.6074	13.704	1.6963	47.037	2.2963
nagaland	-0.6838	0.8194	4	738	13957	22	0.1818	9.091	2.5455	59.091	2.6818
namibia	-0.5747	0.1738	1	1439	93561	185	0.8919	20.541	2.5351	35.676	3.3784
napoleonic era	-1.1251	-0.3992	6	1714	1653046	2436	0.0989	4.721	2.1888	58.333	2.2865
narnia	0.3503	0.5012	2	857	12367	34	0.1765	11.765	4.2059	73.529	4.3824
nascar	0.4722	-0.7435	3	1339	247491	590	0.0034	0.339	0.2153	12.542	0.2186
national football league	0.774	-0.6824	3	1738	1577479	2210	0.0389	0.995	0.6104	22.986	0.6484
national football team	0.4985	-0.9093	5	1230	228771	180	0.0111	1.111	1.3333	38.333	1.3444
national institutes of health	0.2801	0.6951	1	934	20950	26	3.3077	46.154	0.3462	23.077	3.5769
national militaries	-0.6231	-0.8165	6	1903	1699885	1267	0.1436	6.63	1.8477	35.28	1.9874
national register of historic places	0.0524	-0.7082	3	1954	1726035	4170	0.0799	4.245	1.1667	35.156	1.2444
nato	-0.6005	-0.5587	6	1360	146133	94	0.4149	18.085	3.0957	42.553	3.4894
nauru	-0.5066	-0.2792	1	813	11940	18	1.2778	22.222	1.3889	38.889	2.6667
"navarre, florida"	0.1974	-0.616	3	573	5247	7	0	0	2	28.571	2
nazi germany	-0.9408	-0.4763	6	1324	187647	60	0.7833	25	16.7167	65	17.4833
nba	0.7461	-0.4457	3	1615	728953	924	0.0119	0.758	0.408	16.234	0.4199
nbl canada	0.7039	-0.4887	3	398	4658	41	0	0	0	0	0
ncis	0.8867	-0.1485	2	820	11508	40	0	0	0.25	15	0.25
nebraska	0.2495	-0.7316	3	1736	246791	364	0.2582	9.89	1.5769	29.67	1.8242
nebraska road transport	0.4078	-0.9475	3	320	5232	30	0	0	0.1333	13.333	0.1333
negro league baseball	0.8441	-0.445	3	957	93425	108	0.0463	4.63	3.3704	57.407	3.4167
neopaganism	-0.5553	0.6118	4	1516	184777	193	0.9223	25.907	7.3316	70.466	8.2228
nepal	-0.5119	0.7498	4	1928	801821	694	2.4769	35.879	7.3329	58.501	9.7767
nephrology	0.2221	0.9146	1	938	22381	80	11.2125	87.5	2.1375	53.75	13.225
netherlands	-0.6571	-0.1677	6	2000	1662842	2268	0.4175	11.376	2.1085	38.536	2.5088
neurology	0.2149	0.8875	1	1726	323710	653	23.3338	89.587	3.0704	63.859	26.0704
neuroscience	0.1644	0.899	1	1867	647603	1063	22.4563	85.419	3.8071	62.653	25.8147
nevada	0.4819	-0.2363	3	1839	290971	509	0.334	7.269	1.6267	34.774	1.9568
nevada road transport	0.4257	-0.8921	3	395	8877	125	0	0	0.168	8.8	0.168
new brunswick	0.0309	-0.9003	3	1599	137391	188	0.7287	18.085	2.7128	39.894	3.3989
new brunswick road transport	0.224	-1.0173	3	268	1826	10	0	0	0.5	30	0.5
new caledonia work group	-0.6278	-0.1004	1	1476	46145	31	1.3226	41.935	2.0645	41.935	3.3226
new england patriots	0.81	-0.7108	3	993	70093	71	0.0141	1.408	0.6901	28.169	0.7042
new england public transit	0.2088	-0.6169	3	686	18263	21	0.0952	4.762	2.2857	57.143	2.381
new hampshire	0.1315	-0.6562	3	1705	217924	334	0.4012	10.479	1.5329	33.832	1.9132
new hampshire mountains	0.1176	-0.7696	3	882	14168	19	0.3684	21.053	2.0526	47.368	2.4211
new hampshire road transport	0.3608	-0.9739	3	429	6313	21	0	0	0.1429	9.524	0.1429
new jersey	0.4274	-0.2829	3	1961	1243076	2255	0.161	4.834	1.0075	27.273	1.1645
new jersey devils task force	0.572	-0.7499	3	697	29976	74	0	0	0.6351	31.081	0.6351
new jersey road transport	0.3942	-0.8465	3	597	38096	186	0.0054	0.538	0.1774	12.366	0.1828
new mexico	0.0144	-0.7575	3	1802	313029	473	0.4292	13.531	2.0677	44.186	2.4884
new mexico road transport	0.3708	-0.9714	3	311	5658	52	0	0	0.1538	13.462	0.1538
new orleans	0.5238	-0.2744	3	1748	236704	282	0.227	8.865	1.8617	42.199	2.0887
new religious movements	-0.5019	0.6973	4	1742	589050	421	1.6057	34.204	9.171	75.772	10.7055
new south wales	-0.1169	0.3588	1	1735	386497	1391	0.3666	10.927	0.8591	32.998	1.2243
new south wales road transport	-0.0999	0.335	1	533	13436	27	0	0	0.6296	33.333	0.6296
new york (state)	0.3134	-0.2634	3	2027	2991474	3745	0.3263	10.2	1.8371	40.828	2.1498
new york city	0.4678	-0.1056	2	2028	3591305	4137	0.2306	9.596	2.1131	45.274	2.3338
new york city public transportation	0.4038	-0.125	5	1185	160317	365	0.0548	4.384	1.4877	56.712	1.537
new york city theatre	0.5375	0.0388	2	1014	22705	20	0.25	15	0.9	25	1.15
new york knicks	0.8114	-0.4092	3	1234	101354	90	0.0111	1.111	0.5222	20	0.5333
new york road transport	0.3725	-0.8559	3	790	94124	661	0.0045	0.454	0.3101	21.483	0.3147
new york yankees	0.8802	-0.4591	3	1501	664300	493	0.0122	0.811	1.1359	32.86	1.1481
new zealand	-0.355	-0.4016	1	1952	1712262	5277	0.4283	11.2	1.3701	38.639	1.7919
new zealand cinema	0.7867	0.1722	2	1319	50969	59	0.1017	6.78	1.6441	44.068	1.7288
new zealand music	0.5291	0.3588	2	1324	51156	186	0.0215	1.613	0.7204	26.882	0.7419
new zealand politics	-0.3009	-0.3879	1	1699	323676	820	0.1159	5.488	1.2915	44.756	1.4049
new zealand railways	-0.2117	-0.0186	5	497	29739	193	0.0052	0.518	1.342	58.549	1.3472
newfoundland and labrador	-0.0689	-0.9439	3	1566	125308	166	0.8554	20.482	2.247	32.53	3.0723
newfoundland and labrador road transport	0.2312	-0.9833	3	45	62	1	0	0	0	0	0
newspapers	0.3799	0.0694	2	2014	1109515	252	0.2976	9.127	1.7302	37.698	1.9921
nicaragua	-0.3071	-0.4679	1	1347	60995	121	0.6529	23.967	2.1157	43.802	2.7686
nick mason	0.6053	0.4659	2	771	6420	4	0	0	15.75	100	15.75
nickelodeon	0.9776	-0.0638	2	1524	142066	244	0.0328	2.459	1.2377	38.115	1.2705
niger	-0.842	0.0487	1	1314	69926	70	2.3	44.286	4.5857	54.286	6.8429
nigeria	-0.5486	0.1151	1	1670	233060	944	0.4184	12.288	1.4036	26.271	1.8125
nintendo	0.7398	0.586	2	1466	229082	754	0.0332	2.653	0.7334	30.504	0.7639
nirvana	0.6276	0.3864	2	912	22853	32	0	0	4.7188	78.125	4.7188
niue	-0.3708	-0.3214	1	1339	35307	27	0.6296	18.519	0.8889	33.333	1.5185
non-tropical storm	0.019	-0.946	1	1548	180650	281	1.0178	29.181	0.7082	24.555	1.7153
noongar	-0.1026	0.4096	1	547	6885	31	1.3871	25.806	2.2581	61.29	3.6452
nordic cinema	0.6989	0.0905	2	1179	37225	103	0	0	2.8252	34.951	2.8252
nordic military history	-0.9635	-0.6247	6	1590	777208	1474	0.1703	3.664	2.5163	54.071	2.6662
normandy	-1.2558	-0.2185	6	1450	165838	99	0.3737	19.192	6.1212	61.616	6.4949
norse history and culture	-0.7512	0.2684	4	526	8365	28	0.1786	14.286	3.9643	92.857	4.1429
north america	-0.1226	-0.7828	1	2017	774867	193	3.2798	41.969	6.5596	51.295	9.7254
north american military history	-0.5395	-0.9499	6	2030	18384860	24118	0.1113	4.084	1.7655	38.817	1.8728
north carolina	0.3809	-0.7845	3	1911	695934	1208	0.1565	7.285	0.9934	30.546	1.1465
north carolina road transport	0.3838	-0.938	3	547	29353	189	0.0053	0.529	0.0317	1.587	0.0317
north carolina state university	0.6602	-0.6666	3	827	11708	10	0.1	10	0.9	20	1
north dakota	-0.0592	-0.914	3	1556	143595	184	0.5217	7.609	2.0217	38.587	2.5326
north dakota road transport	0.3895	-0.9917	3	221	2400	12	0	0	0.0833	8.333	0.0833
north east england	-0.1523	-0.0045	5	1687	262037	497	0.1932	9.256	2.0885	47.082	2.2736
north indian tropical cyclone	-0.0514	-0.9691	1	601	15276	72	0.2361	15.278	0.0694	5.556	0.3056
north macedonia	-1.1454	-0.0718	6	1559	243718	208	0.6058	22.115	4.851	52.885	5.4375
northamptonshire	-0.0836	0.0839	5	1370	66505	105	0.1048	4.762	2.381	45.714	2.4857
northern emirates	-1.2771	0.0407	4	519	3165	9	0.1111	11.111	2.2222	66.667	2.2222
northern ireland-related	-0.4384	-0.0546	5	1844	835091	1474	0.2402	7.056	1.8955	43.419	2.1309
northern mariana islands	-0.3125	-0.7589	1	946	22854	34	0.6471	11.765	1.7941	29.412	2.4412
northern territory	-0.1305	0.3917	1	1325	100389	369	0.6341	20.325	1.626	52.846	2.2412
northern territory road transport	-0.0755	0.3693	1	46	362	2	0	0	4.5	100	4.5
northern virginia	0.3215	-0.3261	3	1777	186294	111	0.3333	8.108	2.4865	43.243	2.8108
northwest territories road transport	-0.0325	-0.9307	1	69	112	1	0	0	0	0	0
northwestern hawaiian islands	-0.2059	0.2157	1	631	8657	15	2.1333	73.333	3.1333	53.333	5.1333
norway	-0.5753	-0.2134	5	1885	841233	2347	0.3306	6.945	1.5202	44.227	1.8296
norwegian antarctica	-0.4005	-0.3584	1	1003	16414	13	2.1538	15.385	3.8462	61.538	6
notre dame	0.6458	-0.6585	3	1260	81599	91	0.0769	2.198	1.3626	34.066	1.4396
nottinghamshire	-0.2209	0.0961	5	1442	113003	282	0.1064	4.965	0.9858	30.496	1.0816
nova scotia	-0.0716	-0.8842	3	1667	193151	285	0.6035	18.246	2.6175	47.368	3.1754
nova scotia road transport	0.2328	-1.0217	3	125	1431	11	0	0	0.1818	18.182	0.1818
novel	0.3077	0.3859	2	1896	1055105	3580	0.2964	13.045	2.0793	45.335	2.3651
nudity	0.1723	0.4067	4	1541	76632	100	3.26	36	5.84	75	8.95
numismatic	-0.3445	-0.1802	1	1900	505803	795	0.395	11.195	1.1862	36.352	1.5245
nunavut road transport	-0.0346	-0.9298	1	69	112	1	0	0	0	0	0
nursing	0.1102	0.4679	1	1445	123847	369	2.4011	27.1	1.5339	45.257	3.9024
objectivism	0.0624	0.4032	4	1104	41135	67	0.5075	20.896	7.3134	88.06	7.7761
occult	-0.5542	0.6462	4	1598	279327	267	1.3745	28.839	8.2172	77.528	9.5356
occupational safety and health	0.0635	0.5911	1	1906	552399	607	9.3213	61.12	3.2669	55.519	12.2751
occupations	0.13	0.3694	1	1934	338363	242	2.281	39.256	3.3347	57.438	5.5826
oceania	-0.4095	-0.3893	1	1877	461470	122	3.5328	45.082	5.9344	58.197	9.3689
oceania road transport	-0.3197	-0.4098	1	176	1562	16	0.0625	6.25	0.25	25	0.3125
oceans	-0.3468	-0.5527	1	1820	522143	327	4.7615	50.765	2.3945	44.343	7.0122
odisha	-0.4428	0.9622	4	1191	74142	126	0.2857	10.317	5.2063	47.619	5.4683
ohio	0.4446	-0.5076	3	1971	1617103	2371	0.2248	6.664	1.8305	39.182	2.0489
ohio road transport	0.4288	-0.9166	3	645	28614	273	0	0	0.0586	4.029	0.0586
ohio townships task force	0.4227	-0.7863	3	192	507	3	0	0	0	0	0
ohio wesleyan university	0.3474	-0.3111	3	625	4307	5	0	0	0	0	0
okanagan	0.3161	-0.857	3	929	16397	54	0.0741	7.407	0.9444	33.333	1.0185
oklahoma	0.34	-0.7011	3	1877	746582	1296	0.196	7.022	1.2477	29.552	1.4383
oklahoma road transport	0.3873	-0.9267	3	356	13409	122	0	0	0.0082	0.82	0.0082
old-time base ball	0.9041	-0.6222	3	1161	258437	246	0.0163	1.626	2.1748	59.756	2.187
oligarchy	-0.5789	0.1558	4	1429	97353	52	2.3846	42.308	5.8462	71.154	8.1538
olympics	0.5497	-0.5412	3	2026	2485259	4347	0.0791	2.392	0.6901	19.853	0.7672
omaha	0.4503	-0.457	3	1161	29642	40	0.075	7.5	0.95	25	1.025
oman	-0.7468	0.137	4	1454	74785	49	0.4286	16.327	4.1633	65.306	4.5918
ontario	0.2661	-0.9362	3	1986	1366061	2538	0.2908	6.58	1.2234	31.245	1.5075
ontario road transport	0.2983	-1.0098	3	639	186857	229	0	0	0.2009	9.17	0.2009
open access	0.3155	0.4409	2	1955	244367	78	9.2051	76.923	1.5513	50	10.5256
opera	0.3613	0.2966	2	1726	455420	1493	0.1601	6.497	1.2773	28.801	1.4327
operation majestic titan	-1.1945	-0.9548	6	1434	846942	709	0.0536	3.385	5.1664	66.714	5.22
operation majestic titan (phase i)	-1.1582	-1.0004	6	1142	554476	508	0.0394	2.953	5.2776	63.386	5.3169
operation majestic titan (phase ii)	-1.1232	-1.0276	6	522	29230	46	0.0217	2.174	2.8261	78.261	2.8478
operation majestic titan (phase iii)	-1.2439	-0.8629	6	1105	160567	67	0.1045	4.478	8.1194	83.582	8.2239
operation majestic titan (phase iv)	-1.2425	-0.8998	6	788	32504	34	0.1471	8.824	5.3529	70.588	5.5
operation majestic titan (phase v)	-1.1201	-1.0538	6	1037	78538	53	0.0755	1.887	2.3208	64.151	2.3962
ophthalmology	0.1998	0.9161	1	1352	54122	199	9.2563	74.372	1.4925	52.764	10.6884
"orders, decorations, and medals"	-0.6449	-0.5327	6	1670	563033	702	0.0142	1.14	0.7165	31.624	0.7308
oregon	0.2843	-0.615	3	1953	881910	2649	0.3492	8.192	1.0778	30.766	1.4153
oregon road transport	0.3576	-0.8856	3	518	9735	52	0	0	0.2115	11.538	0.2115
organization	-0.0308	0.0659	1	2037	2030669	2470	0.6806	19.879	1.751	37.166	2.4008
organized crime	-0.1526	-0.1224	4	1836	591357	755	0.4954	12.583	3.2079	50.993	3.6861
organized labour	-0.0296	-0.1891	3	1828	596204	1150	0.4374	13.739	1.6974	38.087	2.1209
oriental orthodoxy	-0.8612	0.7053	4	1693	585926	324	0.5802	21.605	6.642	56.79	7.1914
osaka university	0.8508	0.2638	2	522	2693	4	0	0	2.25	25	2.25
ottawa	0.2336	-0.8911	3	1602	122455	197	0.2132	6.599	1.1726	34.01	1.3706
ottoman empire	-1.2875	-0.0935	6	1782	852990	555	0.627	16.757	6.9171	74.054	7.5009
ottoman military history	-1.3184	-0.2217	6	1398	792179	697	0.2152	8.608	4.1205	61.98	4.33
outlines	-0.4711	0.6889	4	929	14710	16	0.0625	6.25	0.625	25	0.625
overseas france	-0.6159	-0.1483	1	1273	56533	68	1.0294	33.824	2.0441	55.882	3.0441
oz	0.7999	0.2251	2	1008	19029	36	0.25	11.111	3.2778	63.889	3.5
pacific hurricane	0.0213	-1.0414	1	841	78032	281	0.7153	30.249	0.089	6.406	0.8043
pacific typhoon	-0.0518	-1.0047	1	936	84397	351	0.2792	15.67	0.0769	5.413	0.3561
paintball	0.2535	-0.298	1	412	1266	8	0.75	12.5	0	0	0.75
pakistan	-0.6715	0.3377	4	1839	1209745	1608	0.7575	18.159	5.2537	44.963	5.9938
pakistan super league	-0.2085	0.7259	5	641	12202	41	0.0244	2.439	0.1463	12.195	0.1707
pakistani cinema	0.3592	0.5423	2	491	3748	20	0.05	5	0.05	5	0.1
palaeontology	-0.1369	0.9493	1	1600	543437	1850	8.3162	76.757	2.0038	46.919	10.173
palau	-0.6198	-0.4194	1	919	18560	22	0.6818	18.182	1.5	31.818	2.1364
palestine-related	-1.1208	0.2581	4	1826	1155840	1083	0.807	24.746	5.9151	64.174	6.6971
papua new guinea	-0.5279	-0.0971	1	1504	108701	219	1.9178	32.42	2.8721	52.968	4.7215
paraguay	-0.2983	-0.273	1	1632	108465	133	1.1504	27.068	1.6241	36.842	2.7744
paralympics	0.397	-0.0655	3	1807	222194	466	0.0923	4.506	1.0215	24.678	1.1137
paranormal	-0.2802	0.6614	4	1781	345197	413	1.7869	30.508	4.6925	67.312	6.4431
parapsychology	-0.2945	0.7744	4	1315	59432	55	4.0727	58.182	8.2364	80	12.1636
parenting	0.0684	0.628	1	1093	23436	46	7.4565	63.043	2.7391	60.87	10.1304
pashtun	-0.7097	0.3539	4	1184	47703	48	0.5	22.917	6.125	60.417	6.625
pathology	0.2444	0.8423	1	1485	84855	145	20.931	89.655	3.1241	68.966	23.7655
patna	-0.5919	0.8812	4	906	29608	50	0.6	14	5.24	32	5.78
paul mccartney	0.8352	0.466	2	1349	78841	90	0.0111	1.111	7.0222	73.333	7.0333
pearl river delta	-0.3919	-0.1439	1	816	6924	7	1.2857	14.286	0.2857	14.286	1.4286
pennsylvania	0.4543	-0.3888	3	1997	2628065	5306	0.2024	7.312	1.2382	33.227	1.4346
pennsylvania road transport	0.4174	-0.8717	3	676	57120	388	0	0	0.2165	14.433	0.2165
pennsylvania state university	0.6205	-0.5771	3	1133	42304	86	0.0349	3.488	0.814	24.419	0.8488
people and culture of ethiopia	-0.8164	0.3646	4	883	11965	17	1.7647	52.941	5.5882	58.824	7.2941
percussion	0.5875	0.4541	2	1562	84179	139	0.5468	13.669	1.8345	43.885	2.3597
persian cinema	0.6871	0.0803	2	663	5860	12	0	0	1.3333	25	1.3333
perth	-0.0711	0.3545	1	1428	118556	524	0.0344	1.718	0.5725	29.389	0.605
peru	-0.337	-0.3101	1	1764	257026	456	2.3004	29.167	2.0965	41.667	4.2851
peshawar zalmi	-0.2084	0.737	5	222	1254	4	0	0	0.25	25	0.25
pharmacology	0.1761	0.8493	1	1829	883203	1466	21.7333	90.246	5.2394	71.351	26.4891
philadelphia	0.4864	-0.3118	3	1938	1039031	1523	0.2843	8.273	1.585	40.972	1.8615
philadelphia flyers task force	0.5772	-0.7375	3	839	43585	113	0	0	0.6637	24.779	0.6637
philadelphia museum of art-related	0.0825	0.2161	2	642	6598	15	0.0667	6.667	0.7333	26.667	0.8
philadelphia phillies	0.8781	-0.5966	3	1104	342106	327	0	0	0.8502	30.581	0.8502
philately	-0.3504	0.0497	5	1642	167607	388	0.1263	4.897	1.2706	34.536	1.3943
philippine history	-0.7424	-0.4833	6	1150	93440	85	0.5294	14.118	6.0824	56.471	6.6
philippine-related	-0.473	-0.2461	1	1918	970422	1958	0.5848	11.9	1.7656	30.695	2.3391
philosopher	-0.5073	0.5497	4	1840	2168401	1140	2.0447	47.632	7.8719	73.596	9.7518
philosophical literature	-0.3702	0.7148	4	1497	168906	248	1.0484	35.081	5.754	70.968	6.7177
philosophy	-0.4152	0.5775	4	1999	6165272	3697	4.003	50.987	8.092	73.303	11.8642
philosophy of language	-0.3208	0.593	4	1539	209732	134	3.6269	56.716	6.4328	75.373	9.7313
philosophy of mind	-0.3209	0.7314	4	1525	264947	148	9.473	69.595	8.4459	79.054	17.5203
philosophy of religion	-0.563	0.6957	4	1759	1175112	469	2.0235	46.908	12.7846	82.729	14.6674
philosophy of science	-0.3009	0.6971	4	1654	482772	227	8.8282	73.568	10.9075	83.26	19.2555
phoenicia	-1.1812	0.3712	4	1655	390600	301	0.4751	20.598	5.4751	67.11	5.9236
phoenix suns	0.7914	-0.4527	3	811	43902	48	0.0208	2.083	0.2083	12.5	0.2292
phonetics	-0.5761	0.392	4	1334	159567	273	1.0769	19.414	1.348	33.7	2.3626
photography	0.2309	0.2698	2	1843	434457	1234	0.3428	13.128	2.3444	51.135	2.6669
physics	-0.1333	0.5837	1	1967	2317016	4260	7.1263	68.545	3.2031	61.127	10.1131
physics biographies	-0.1929	0.5566	1	1693	717347	913	4.0898	65.717	3.3231	56.079	7.2837
physics history	-0.2021	0.6009	1	1443	145945	113	7.4159	74.336	8.0796	79.646	15.2035
physics publications	-0.1496	0.6303	1	804	14340	57	1.6316	42.105	1.1228	40.351	2.7193
physiology	0.1209	0.8827	1	1765	496404	943	17.1113	88.335	2.9894	65.111	19.8261
pinball	0.7634	0.5746	2	809	11978	37	0.0811	5.405	1.9189	37.838	2
pink floyd	0.627	0.4692	2	1160	39813	72	0.0278	2.778	6.625	77.778	6.6389
pipe organ	0.1894	0.3959	2	1401	83048	216	0.1806	6.944	2.0926	37.963	2.2731
piracy	-1.074	-0.3122	6	1581	230665	169	0.4142	14.201	4	64.497	4.4024
pirate politics	0.5879	0.4791	2	1223	41657	44	0.6364	18.182	1.1591	25	1.7955
pitcairn islands	-0.5139	-0.0874	1	1281	31304	22	1.1818	31.818	6.2727	59.091	7.4545
pittsburgh	0.5952	-0.3417	3	1846	502607	810	0.2086	7.901	1.4568	38.765	1.6605
